% set_time: 50000
% delta t in s: 0.05
% START motor on: 9000
% END motor off: 13000
8049	0.00
8099	0.00
8148	0.00
8199	0.00
8249	0.00
8299	0.00
8349	0.00
8399	0.00
8449	0.00
8499	0.00
8549	0.00
8599	0.00
8649	0.00
8699	0.00
8749	0.00
8799	0.00
8849	0.00
8899	0.00
8949	0.00
8999	0.00
9049	82.42
9099	181.82
9149	223.03
9199	240.00
9249	244.85
9299	247.27
9349	249.70
9399	252.12
9449	252.12
9499	249.70
9549	249.70
9600	249.70
9649	252.12
9699	252.12
9749	252.12
9799	252.12
9849	252.12
9899	252.12
9949	252.12
9999	249.70
10049	249.70
10099	249.70
10149	249.70
10199	249.70
10249	252.12
10299	249.70
10349	249.70
10399	249.70
10449	249.70
10499	252.12
10549	249.70
10599	249.70
10649	249.70
10699	249.70
10749	249.70
10799	249.70
10849	249.70
10899	249.70
10949	249.70
10999	249.70
11049	249.70
11099	249.70
11149	252.12
11199	249.70
11249	249.70
11299	249.70
11348	249.70
11399	249.70
11449	249.70
11499	249.70
11549	249.70
11599	249.70
11649	249.70
11699	249.70
11749	249.70
11799	249.70
11849	249.70
11899	249.70
11949	247.27
11999	249.70
12049	249.70
12099	249.70
12149	249.70
12199	249.70
12249	249.70
12299	249.70
12349	247.27
12399	249.70
12449	249.70
12499	249.70
12549	249.70
12599	249.70
12649	247.27
12699	247.27
12749	249.70
12800	249.70
12849	247.27
12899	249.70
12949	249.70
12999	249.70
13049	240.00
13099	220.61
13149	201.21
13199	184.24
13249	164.85
13299	150.30
13349	135.76
13399	116.36
13449	104.24
13499	87.27
13549	72.73
13599	60.61
13649	48.48
13699	33.94
13749	24.24
13799	12.12
13849	4.85
13899	2.42
13949	0.00
13999	0.00
14049	0.00
14099	0.00
14149	0.00
14199	0.00
14249	0.00
14299	0.00
14349	0.00
14399	0.00
14449	0.00
14499	0.00
14548	0.00
