% set_time: 100000
% delta t in s: 0.1
% START motor on: 9000
% END motor off: 13000

8599	0.00
8699	0.00
8799	0.00
8899	0.00
8999	0.00
9099	147.88
9199	248.48
9299	265.45
9399	269.09
9499	270.30
9600	270.30
9699	271.52
9799	271.52
9899	271.52
9999	271.52
10099	272.73
10199	272.73
10299	272.73
10399	272.73
10499	272.73
10599	272.73
10699	272.73
10799	273.94
10899	273.94
10999	273.94
11099	272.73
11199	272.73
11299	273.94
11399	273.94
11499	275.15
11599	273.94
11699	273.94
11799	273.94
11899	273.94
11999	273.94
12099	273.94
12199	272.73
12299	273.94
12399	272.73
12499	272.73
12599	273.94
12699	273.94
12800	273.94
12899	272.73
12999	272.73
13099	255.76
13199	218.18
13299	184.24
13399	152.73
13499	122.42
13599	94.55
13699	69.09
13799	46.06
13899	24.24
13999	6.06
14099	0.00
14199	0.00
14299	0.00
14399	0.00
14499	0.00
14599	0.00
14699	0.00
