%double kpL = 0.17, kiL = 4.402, kdL = 0;

6	200.00	0.00	122.04	122
12	200.00	0.00	122.04	122
19	200.00	0.00	122.04	122
43	200.00	0.00	122.04	122
70	200.00	0.00	122.04	122
97	200.00	73.94	122.04	122
125	200.00	73.94	164.96	164
154	200.00	73.94	164.96	164
183	200.00	73.94	164.96	164
212	200.00	167.27	164.96	164
242	200.00	167.27	163.50	163
273	200.00	167.27	163.50	163
303	200.00	218.18	163.50	163
333	200.00	218.18	163.50	163
363	200.00	218.18	146.84	146
393	200.00	237.58	146.84	146
423	200.00	237.58	146.84	146
453	200.00	237.58	146.84	146
484	200.00	237.58	127.01	127
514	200.00	242.42	127.01	127
544	200.00	242.42	127.01	127
574	200.00	242.42	127.01	127
605	200.00	238.79	109.73	109
634	200.00	238.79	109.73	109
665	200.00	238.79	109.73	109
695	200.00	233.94	109.73	109
726	200.00	233.94	95.61	95
753	200.00	233.94	95.61	95
781	200.00	233.94	95.61	95
809	200.00	227.88	95.61	95
837	200.00	227.88	84.37	84
866	200.00	227.88	84.37	84
893	200.00	218.18	84.37	84
921	200.00	218.18	84.37	84
950	200.00	218.18	78.01	78
977	200.00	218.18	78.01	78
1006	200.00	210.91	78.01	78
1035	200.00	210.91	78.01	78
1064	200.00	210.91	74.45	74
1093	200.00	202.42	74.45	74
1122	200.00	202.42	74.45	74
1152	200.00	202.42	74.45	74
1180	200.00	202.42	74.82	74
1210	200.00	195.15	74.82	74
1239	200.00	195.15	74.82	74
1268	200.00	195.15	74.82	74
1297	200.00	191.52	78.19	78
1326	200.00	191.52	78.19	78
1355	200.00	191.52	78.19	78
1384	200.00	191.52	78.19	78
1414	200.00	187.88	84.76	84
1442	200.00	187.88	84.76	84
1472	200.00	187.88	84.76	84
1501	200.00	189.09	84.76	84
1530	200.00	189.09	89.36	89
1559	200.00	189.09	89.36	89
1588	200.00	189.09	89.36	89
1617	200.00	192.73	89.36	89
1646	200.00	192.73	91.94	91
1676	200.00	192.73	91.94	91
1704	200.00	197.58	91.94	91
1734	200.00	197.58	91.94	91
1763	200.00	197.58	92.19	92
1792	200.00	200.00	92.19	92
1821	200.00	200.00	92.19	92
1850	200.00	200.00	92.19	92
1880	200.00	200.00	91.78	91
1908	200.00	204.85	91.78	91
1938	200.00	204.85	91.78	91
1967	200.00	204.85	91.78	91
1996	200.00	203.64	88.82	88
2025	200.00	203.64	88.82	88
2054	200.00	203.64	88.82	88
2083	200.00	203.64	88.82	88
2112	200.00	203.64	87.42	87
2142	200.00	203.64	87.42	87
2170	200.00	203.64	87.42	87
2200	200.00	204.85	87.42	87
2229	200.00	204.85	85.08	85
2257	200.00	204.85	85.08	85
2287	200.00	204.85	85.08	85
2316	200.00	202.42	85.08	85
2345	200.00	202.42	84.43	84
2374	200.00	202.42	84.43	84
2404	200.00	202.42	84.43	84
2433	200.00	202.42	84.43	84
2462	200.00	202.42	83.36	83
2491	200.00	202.42	83.36	83
2520	200.00	201.21	83.36	83
2549	200.00	201.21	83.36	83
2578	200.00	201.21	83.03	83
2608	200.00	198.79	83.03	83
2636	200.00	198.79	83.03	83
2666	200.00	198.79	83.03	83
2695	200.00	198.79	83.98	83
2723	200.00	198.79	83.98	83
2753	200.00	198.79	83.98	83
2782	200.00	198.79	83.98	83
2811	200.00	198.79	84.51	84
2840	200.00	198.79	84.51	84
2870	200.00	198.79	84.51	84
2898	200.00	198.79	84.51	84
2928	200.00	198.79	85.04	85
2957	200.00	198.79	85.04	85
