% set_time: 50000
% delta t in s: 0.05
% START motor on: 1000
% END motor off: 5000

699	0.00
749	0.00
799	0.00
849	0.00
899	0.00
949	0.00
999	0.00
1049	92.12
1099	193.94
1149	230.30
1199	247.27
1249	252.12
1299	254.55
1349	254.55
1399	254.55
1449	256.97
1499	259.39
1549	259.39
1599	259.39
1649	256.97
1699	259.39
1748	259.39
1799	259.39
1849	259.39
1899	259.39
1949	259.39
1999	259.39
2049	259.39
2099	264.24
2149	261.82
2199	261.82
2249	261.82
2299	261.82
2349	261.82
2399	261.82
2449	264.24
2499	261.82
2549	261.82
2599	261.82
2649	261.82
2699	264.24
2749	261.82
2799	261.82
2849	264.24
2899	261.82
2949	261.82
2999	261.82
3049	261.82
3099	261.82
3149	264.24
3200	264.24
3249	264.24
3299	261.82
3349	261.82
3399	261.82
3449	264.24
3499	261.82
3549	261.82
3599	264.24
3649	261.82
3699	261.82
3749	264.24
3799	264.24
3849	261.82
3899	261.82
3949	261.82
3999	261.82
4049	264.24
4099	264.24
4149	264.24
4199	264.24
4249	264.24
4299	264.24
4349	264.24
4399	261.82
4449	261.82
4499	261.82
4549	261.82
4599	261.82
4649	261.82
4699	261.82
4749	261.82
4799	264.24
4849	264.24
4899	264.24
4948	264.24
4999	261.82
5049	254.55
5099	237.58
5149	220.61
5199	203.64
5249	186.67
5299	174.55
5349	157.58
5399	143.03
5449	128.48
5499	116.36
5549	101.82
5599	92.12
5649	77.58
5699	67.88
5749	55.76
5799	46.06
5849	33.94
5899	26.67
5949	16.97
5999	4.85
6049	2.42
6099	0.00
6149	0.00
6199	0.00
6249	0.00
6299	0.00
6349	0.00
