6	200.00	0.00	255.00	255
12	200.00	0.00	255.00	255
19	200.00	0.00	255.00	255
43	200.00	0.00	255.00	255
70	200.00	0.00	255.00	255
97	200.00	149.09	255.00	255
126	200.00	149.09	255.00	255
156	200.00	149.09	255.00	255
186	200.00	149.09	255.00	255
217	200.00	250.91	255.00	255
246	200.00	250.91	133.59	133
277	200.00	250.91	133.59	133
307	200.00	264.24	133.59	133
337	200.00	264.24	133.59	133
367	200.00	264.24	36.06	36
396	200.00	250.91	36.06	36
423	200.00	250.91	36.06	36
451	200.00	250.91	36.06	36
480	200.00	250.91	0.00	0
505	200.00	223.03	0.00	0
532	200.00	223.03	0.00	0
558	200.00	223.03	0.00	0
583	200.00	223.03	0.00	0
610	200.00	189.09	0.00	0
635	200.00	189.09	0.00	0
661	200.00	189.09	0.00	0
688	200.00	189.09	36.85	36
715	200.00	153.94	36.85	36
744	200.00	153.94	36.85	36
772	200.00	153.94	36.85	36
800	200.00	132.12	186.80	186
830	200.00	132.12	186.80	186
860	200.00	132.12	186.80	186
890	200.00	132.12	186.80	186
920	200.00	176.97	167.50	167
951	200.00	176.97	167.50	167
980	200.00	176.97	167.50	167
1011	200.00	230.30	167.50	167
1042	200.00	230.30	70.04	70
1072	200.00	230.30	70.04	70
1100	200.00	238.79	70.04	70
1130	200.00	238.79	70.04	70
1159	200.00	238.79	10.68	10
1187	200.00	238.79	10.68	10
1217	200.00	221.82	10.68	10
1246	200.00	221.82	10.68	10
1275	200.00	221.82	1.06	1
1302	200.00	187.88	1.06	1
1330	200.00	187.88	1.06	1
1356	200.00	187.88	1.06	1
1383	200.00	187.88	53.83	53
1413	200.00	156.36	53.83	53
1441	200.00	156.36	53.83	53
1471	200.00	156.36	53.83	53
1500	200.00	141.82	179.33	179
1531	200.00	141.82	179.33	179
1562	200.00	141.82	179.33	179
1593	200.00	186.67	179.33	179
1625	200.00	186.67	147.50	147
1655	200.00	186.67	147.50	147
1687	200.00	186.67	147.50	147
1718	200.00	230.30	147.50	147
1750	200.00	230.30	60.65	60
1778	200.00	230.30	60.65	60
1808	200.00	236.36	60.65	60
1837	200.00	236.36	60.65	60
1866	200.00	236.36	7.07	7
1893	200.00	216.97	7.07	7
1920	200.00	216.97	7.07	7
1947	200.00	216.97	7.07	7
1974	200.00	216.97	6.37	6
2001	200.00	185.45	6.37	6
2028	200.00	185.45	6.37	6
2055	200.00	185.45	6.37	6
2082	200.00	185.45	59.61	59
2111	200.00	155.15	59.61	59
2141	200.00	155.15	59.61	59
2169	200.00	155.15	59.61	59
2199	200.00	144.24	150.66	150
2230	200.00	144.24	150.66	150
2262	200.00	144.24	150.66	150
2292	200.00	180.61	150.66	150
2324	200.00	180.61	147.87	147
2355	200.00	180.61	147.87	147
2385	200.00	180.61	147.87	147
2417	200.00	220.61	147.87	147
2448	200.00	220.61	77.52	77
2478	200.00	220.61	77.52	77
2506	200.00	233.94	77.52	77
2536	200.00	233.94	77.52	77
2565	200.00	233.94	19.11	19
2594	200.00	219.39	19.11	19
2623	200.00	219.39	19.11	19
2652	200.00	219.39	19.11	19
2681	200.00	219.39	9.98	9
2708	200.00	192.73	9.98	9
2736	200.00	192.73	9.98	9
2762	200.00	192.73	9.98	9
2790	200.00	192.73	48.53	48
2819	200.00	161.21	48.53	48
2847	200.00	161.21	48.53	48
2877	200.00	161.21	48.53	48
2906	200.00	144.24	173.55	173
2937	200.00	144.24	173.55	173
2968	200.00	144.24	173.55	173
3000	200.00	178.18	173.55	173
3031	200.00	178.18	164.61	164
3062	200.00	178.18	164.61	164
3093	200.00	230.30	164.61	164
3124	200.00	230.30	164.61	164
3155	200.00	230.30	68.48	68
3184	200.00	230.30	68.48	68
3214	200.00	241.21	68.48	68
3243	200.00	241.21	68.48	68
3272	200.00	241.21	3.33	3
3299	200.00	224.24	3.33	3
3326	200.00	224.24	3.33	3
3353	200.00	224.24	3.33	3
3380	200.00	224.24	0.00	0
3407	200.00	195.15	0.00	0
3434	200.00	195.15	0.00	0
3462	200.00	195.15	0.00	0
3488	200.00	195.15	28.66	28
3517	200.00	160.00	28.66	28
3547	200.00	160.00	28.66	28
3575	200.00	160.00	28.66	28
3605	200.00	135.76	176.57	176
3636	200.00	135.76	176.57	176
3667	200.00	135.76	176.57	176
3698	200.00	170.91	176.57	176
3730	200.00	170.91	175.69	175
3761	200.00	170.91	175.69	175
3792	200.00	226.67	175.69	175
3823	200.00	226.67	175.69	175
3855	200.00	226.67	80.28	80
3884	200.00	226.67	80.28	80
3912	200.00	243.64	80.28	80
3942	200.00	243.64	80.28	80
3971	200.00	243.64	5.38	5
3998	200.00	230.30	5.38	5
4025	200.00	230.30	5.38	5
4051	200.00	230.30	5.38	5
4079	200.00	230.30	0.00	0
4106	200.00	198.79	0.00	0
4133	200.00	198.79	0.00	0
4160	200.00	198.79	0.00	0
4188	200.00	198.79	16.86	16
4216	200.00	167.27	16.86	16
4245	200.00	167.27	16.86	16
4275	200.00	167.27	16.86	16
4303	200.00	138.18	162.96	162
4335	200.00	138.18	162.96	162
4366	200.00	138.18	162.96	162
4398	200.00	167.27	162.96	162
4428	200.00	167.27	173.41	173
4460	200.00	167.27	173.41	173
4491	200.00	167.27	173.41	173
4521	200.00	223.03	173.41	173
4553	200.00	223.03	82.69	82
4582	200.00	223.03	82.69	82
4612	200.00	241.21	82.69	82
4640	200.00	241.21	82.69	82
4670	200.00	241.21	9.59	9
4697	200.00	227.88	9.59	9
4724	200.00	227.88	9.59	9
4751	200.00	227.88	9.59	9
4777	200.00	227.88	0.00	0
4805	200.00	198.79	0.00	0
4832	200.00	198.79	0.00	0
4859	200.00	198.79	0.00	0
4886	200.00	198.79	21.55	21
4915	200.00	167.27	21.55	21
4944	200.00	167.27	21.55	21
4973	200.00	167.27	21.55	21
5003	200.00	138.18	167.66	167
5033	200.00	138.18	167.66	167
5065	200.00	138.18	167.66	167
5096	200.00	169.70	167.66	167
5128	200.00	169.70	172.32	172
5158	200.00	169.70	172.32	172
5190	200.00	169.70	172.32	172
5221	200.00	225.45	172.32	172
5253	200.00	225.45	78.47	78
5281	200.00	225.45	78.47	78
5310	200.00	241.21	78.47	78
5340	200.00	241.21	78.47	78
5368	200.00	241.21	8.03	8
5396	200.00	227.88	8.03	8
5423	200.00	227.88	8.03	8
5449	200.00	227.88	8.03	8
5477	200.00	227.88	0.00	0
5504	200.00	198.79	0.00	0
5531	200.00	198.79	0.00	0
5558	200.00	198.79	0.00	0
5585	200.00	198.79	19.99	19
5614	200.00	164.85	19.99	19
5643	200.00	164.85	19.99	19
5672	200.00	164.85	19.99	19
5701	200.00	136.97	168.98	168
5733	200.00	136.97	168.98	168
5764	200.00	136.97	168.98	168
5795	200.00	172.12	168.98	168
5826	200.00	172.12	166.54	166
5858	200.00	172.12	166.54	166
5889	200.00	172.12	166.54	166
5919	200.00	226.67	166.54	166
5951	200.00	226.67	72.45	72
5980	200.00	226.67	72.45	72
6009	200.00	240.00	72.45	72
6038	200.00	240.00	72.45	72
6068	200.00	240.00	6.22	6
6094	200.00	226.67	6.22	6
6122	200.00	226.67	6.22	6
6149	200.00	226.67	6.22	6
6175	200.00	226.67	0.00	0
6203	200.00	195.15	0.00	0
6230	200.00	195.15	0.00	0
6257	200.00	195.15	0.00	0
6284	200.00	195.15	27.10	27
6312	200.00	162.42	27.10	27
6342	200.00	162.42	27.10	27
6371	200.00	162.42	27.10	27
6401	200.00	138.18	169.22	169
6431	200.00	138.18	169.22	169
6463	200.00	138.18	169.22	169
6494	200.00	175.76	169.22	169
6525	200.00	175.76	159.43	159
6556	200.00	175.76	159.43	159
6588	200.00	175.76	159.43	159
6619	200.00	226.67	159.43	159
6650	200.00	226.67	69.32	69
6679	200.00	226.67	69.32	69
6708	200.00	238.79	69.32	69
6737	200.00	238.79	69.32	69
6766	200.00	238.79	5.98	5
6794	200.00	223.03	5.98	5
6820	200.00	223.03	5.98	5
6847	200.00	223.03	5.98	5
6875	200.00	223.03	0.00	0
6901	200.00	191.52	0.00	0
6929	200.00	191.52	0.00	0
6956	200.00	191.52	0.00	0
6983	200.00	191.52	38.90	38
7012	200.00	160.00	38.90	38
7041	200.00	160.00	38.90	38
7070	200.00	160.00	38.90	38
7099	200.00	141.82	168.37	168
7131	200.00	141.82	168.37	168
7161	200.00	141.82	168.37	168
7193	200.00	178.18	168.37	168
7224	200.00	178.18	156.78	156
7256	200.00	178.18	156.78	156
7286	200.00	178.18	156.78	156
7317	200.00	226.67	156.78	156
7349	200.00	226.67	69.32	69
7377	200.00	226.67	69.32	69
7407	200.00	238.79	69.32	69
7436	200.00	238.79	69.32	69
7465	200.00	238.79	5.98	5
7492	200.00	220.61	5.98	5
7520	200.00	220.61	5.98	5
7546	200.00	220.61	5.98	5
7573	200.00	220.61	0.00	0
7601	200.00	191.52	0.00	0
7627	200.00	191.52	0.00	0
7655	200.00	191.52	0.00	0
7682	200.00	191.52	42.03	42
7710	200.00	160.00	42.03	42
7740	200.00	160.00	42.03	42
7769	200.00	160.00	42.03	42
7798	200.00	140.61	128.14	128
7829	200.00	140.61	128.14	128
7861	200.00	140.61	128.14	128
7891	200.00	167.27	128.14	128
